data_identity,numero_manuscrito,referencia,revision,titulo,tipo_articulo,autor,email,fecha_inicial,estado_actual,fecha_estado,fecha_vencimiento,editor,decision_editor_def,est_ev_completo,est_ev_aceptado,est_ev_invitado,est_ev_rechazado,est_ev_tarde,año,ref_maquetado,estado,responsable,notas,entrada,revision_1,comentarios_ultimo_revisor,decision_editor_r1,entrada_r1,revision_r1,coment_compl_r1,dec_editor_r1,entrada_r2,revision_r2,coment_compl_r2,dec_editor_r2,entrada_r3,revision_r3,coment_completos_r3,dec_editor_r3,entrada_r4,revision_r4,coment_completos_r4,rechazo,aceptacion,maquetacion,in_press,publicado,publicado_detalles,pmid,etapa_1,etapa_2,etapa_3,etapa_4,etapa_5,etapa_6,maquet_in_press,activo,ultima_accion,dias_pasados,mayor_10_dias,fecha_alta,fecha_baja
,NEFRO-D-22-00458,NEFRO-D-22-00458,,Creatinina y Cistatina C: ¿marcadores de mal pronóstico en pacientes críticos con COVID-19? Creatinine and Cystatin C:  markers of poor outcome in critically ill COVID-19 patients?,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-12-31,,,2023-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2023-01-10,10,False,,
,NEFRO-D-22-00457,NEFRO-D-22-00457,,Dying with end stage kidney disease: factors associated with place of death on a palliative care program,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-12-31,,,2023-01-14,,,,,,,,,,,,,,,,2023-01-14,,,,,,,,,,,,,,False,2023-01-14,14,False,,
,NEFRO-D-22-00456,NEFRO-D-22-00456,,"Raquitismo Hipofosfatemico Ligado al Cromosoma X, a propósito de un caso X-Linked Hypophosphatemia, case report",,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-12-28,,,2023-01-03,,,,,,,,,,,,,,,,2023-01-03,,,,,,,,,,,,,,False,2023-01-03,6,False,,
,NEFRO-D-22-00455,NEFRO-D-22-00455,,El desarrollo de una lesión renal aguda es un predictor independiente de mortalidad en las endocarditis infecciosas AKI development is an independent predictor of mortality in infective endocarditis,,,,,,,,,,,,,,,2022,,2. En revisión,Revisores,,2022-12-28,2023-01-14,,,,,,,,,,,,,,,,,,,,,,,,,1900-01-17 00:00:00,,,,,,,True,2023-01-14,12,True,,
,NEFRO-D-22-00454,NEFRO-D-22-00454,,Activación y control de enfermedad de pacientes en tratamiento crónico con hemodiálisis: un estudio observacional,,,,,,,,,,,,,,,2022,,3. Comentarios completos,Mariano/Roberto,,2022-12-23,2023-01-01,2023-01-16,,,,,,,,,,,,,,,,,,,,,,,,1900-01-09 00:00:00,15.0,,,,,,True,2023-01-16,10,False,,
,NEFRO-D-22-00453,NEFRO-D-22-00453,,Abdominal wall calcifications in a peritoneal dialysis patient,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-12-23,,,2022-12-31,,,,,,,,,,,,,,,,2022-12-31,,,,,,,,,,,,,,False,2022-12-31,8,False,,
,NEFRO-D-22-00452,NEFRO-D-22-00452,,Un caso de cistitis relacionada con la inmunidad causada por UN inhibidor del punto de control inmune​ - Immune-related cystitis due to immune checkpoint inhibitors: a case report,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-12-22,,,2022-12-31,,,,,,,,,,,,,,,,2022-12-31,,,,,,,,,,,,,,False,2022-12-31,9,False,,
,NEFRO-D-22-00451,NEFRO-D-22-00451,,A case report of uremia complicated with calciphylaxis : amputation and ischemic bowel disease,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-12-22,,,2022-12-31,,,,,,,,,,,,,,,,2022-12-31,,,,,,,,,,,,,,False,2022-12-31,9,False,,
,NEFRO-D-22-00450,NEFRO-D-22-00450,,Response to SARS-CoV-2 vaccination in the CKD spectrum.: correspondence,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-12-21,,,2022-12-31,,,,,,,,,,,,,,,,2022-12-31,,,,,,,,,,,,,,False,2022-12-31,10,False,,
,NEFRO-D-22-00449,NEFRO-D-22-00449,,An Unusual Glomerulopathy in a 75-Year-Old Man Following SARS CoV-2 (ChAdOx1-nCoV-19-adenovirus-vector) Vaccine.,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-12-20,,,2023-01-01,,,,,,,,,,,,,,,,2023-01-01,,,,,,,,,,,,,,False,2023-01-01,12,False,,
,NEFRO-D-22-00448,NEFRO-D-22-00448,,EXPRESIÓN DE C4d EN GLOMERULOESCLEROSIS FOCAL Y SEGMENTARIA PRIMARIA,,,,,,,,,,,,,,,2022,,2. En revisión,Revisores,,2022-12-20,2023-01-15,,,,,,,,,,,,,,,,,,,,,,,,,1900-01-26 00:00:00,,,,,,,True,2023-01-15,11,True,,
,NEFRO-D-22-00447,NEFRO-D-22-00447,,Upregulation of miR-200a improves ureteral obstruction-induced renal fibrosis via GAB1/Wnt/β-catenin signaling	Pan Liu,,,,,,,,,,,,,,,2022,,2. En revisión,Revisores,Sólo un revisor. ¿Invitamos a otro?,2022-12-20,2022-12-31,,,,,,,,,,,,,,,,,,,,,,,,,1900-01-11 00:00:00,,,,,,,True,2022-12-31,26,True,,
,NEFRO-D-22-00446,NEFRO-D-22-00446,,Unpredictable positive HIV test: Case Report,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-12-20,,,2022-12-31,,,,,,,,,,,,,,,,2022-12-31,,,,,,,,,,,,,,False,2022-12-31,11,False,,
,NEFRO-D-22-00445,NEFRO-D-22-00445,,PLAQUETOPENIA POST HEMODIÁLISIS. ¿Y SI NO ES LA HEPARINA? PLAQUETOPENIA POST HEMODIALYSIS. WHAT IF IS NOT ASSOCIATED TO THE HEPARIN?,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-12-16,,,2023-01-02,,,,,,,,,,,,,,,,2023-01-02,,,,,,,,,,,,,,False,2023-01-02,17,False,,
,NEFRO-D-22-00444,NEFRO-D-22-00444,,"NEFROPATÍA POR POLIOMAVIRUS JC EN PACIENTE TRASPLANTADO RENAL, UN INVITADO INFRECUENTE.",,,,,,,,,,,,,,,2022,,4.2 Grandes cambios,Autores,,2022-12-14,,,2023-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2023-01-26,0,False,,
,NEFRO-D-22-00443,NEFRO-D-22-00443,,Pseudohipoaldosternismo secundario. Revisión de la experiencia de la Unidad de Nefrología Infantil en un hospital terciario.,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-12-14,,,2022-12-31,,,,,,,,,,,,,,,,2022-12-31,,,,,,,,,,,,,,False,2022-12-31,17,False,,
,NEFRO-D-22-00442,NEFRO-D-22-00442,,"Targeting colonic BK channels: A novel therapeutic strategy
against hyperkalemia in chronic kidney disease",,,,,,,,,,,,,,,2022,NEFRO_1129,6. Revisión Maquetación,0,,2022-12-14,,,2022-12-30,2022-12-31,,,2023-01-02,,,,,,,,,,,,,2023-01-02,2023-01-10,,,,,,,,1.0,,8.0,,True,2023-01-10,16,True,,
,NEFRO-D-22-00441,NEFRO-D-22-00441,,A RARE CASE: TWİN PREGNANCY in a CHRONİC HEMODİALYSİS PATİENT,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-12-14,,,2022-12-28,,,,,,,,,,,,,,,,2022-12-28,,,,,,,,,,,,,,False,2022-12-28,14,False,,
,NEFRO-D-22-00440,NEFRO-D-22-00440,,Hepatic steatosis index may be a complementary index for estimating end-stage kidney disease in patients with antineutrophil cytoplasmic antibody-associated vasculitis,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-12-13,,,2022-12-28,,,,,,,,,,,,,,,,2022-12-28,,,,,,,,,,,,,,False,2022-12-28,15,False,,
,NEFRO-D-22-00439,NEFRO-D-22-00439,,USO DEL CATÉTER PERITONEAL PARA EL MANEJO DE LA ASCITIS EN PACIENTES SOMETIDOS A HEMODIÁLISIS: A PROPÓSITO DE UN CASO,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-12-13,,,2022-12-28,,,,,,,,,,,,,,,,2022-12-28,,,,,,,,,,,,,,False,2022-12-28,15,False,,
,NEFRO-D-22-00438,NEFRO-D-22-00438,,USO DE CITRATO COMO ANTICOAGULANTE EN HEMODIAFILTRACIÓN ON LINE SIN REPOSICIÓN DE CALCIO EN PACIENTES CON ANTECEDENTES DE TROMBOCITOPENIA INDUCIDA POR HEPARINA: REPORTE DE 2 CASOS,,,,,,,,,,,,,,,2022,,5. Aceptado,Elsevier,,2022-12-13,,,2023-01-01,2023-01-04,,,2023-01-10,,,,,,,,,,,,,,,,,,,,,,3.0,,,,True,2023-01-10,16,True,,
,NEFRO-D-22-00437,NEFRO-D-22-00437,,IMPACTO DE LA PANDEMIA DEL COVID-19 EN EL PACIENTE CON ENFERMEDAD RENAL CRÓNICA EN PERÚ,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-12-12,,,2022-12-28,,,,,,,,,,,,,,,,2022-12-28,,,,,,,,,,,,,,False,2022-12-28,16,False,,
,NEFRO-D-22-00436,NEFRO-D-22-00436,,Wunderlich syndrome in a patient on hemodialysis,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-12-12,,,2022-12-28,,,,,,,,,,,,,,,,2022-12-28,,,,,,,,,,,,,,False,2022-12-28,16,False,,
,NEFRO-D-22-00435,NEFRO-D-22-00435,,Role of colquhounia root tablet on the therapy of idiopathic membranous nephropathy with sub-nephrotic proteinuria,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-12-07,,,2022-12-28,,,,,,,,,,,,,,,,2022-12-28,,,,,,,,,,,,,,False,2022-12-28,21,False,,
,NEFRO-D-22-00434,NEFRO-D-22-00434,,Tixagevimab-cilgavimab como tratamiento profiláctico preexposición frente a SARS-CoV-2 en pacientes trasplantados renales. Tixagevimab-cilgavimab as pre-exposure prophylactic treatment against SARS-CoV-2 in kidney transplantation patients.,,,,,,,,,,,,,,,2022,,2. En revisión,Revisores,Sólo un revisor. 1 comentario completo. ¿Invitamos a otro más?,2022-12-07,2023-01-10,,,,,,,,,,,,,,,,,,,,,,,,,1900-02-03 00:00:00,,,,,,,True,2023-01-10,16,True,,
,NEFRO-D-22-00433,NEFRO-D-22-00433,,USO DE IBUPROFENO EN EL TRATAMIENTO DE PACIENTES PEDIATRICOS CON POLIURIA Y DISNATREMIA   USE OF IBUPROFEN IN THE TREATMENT OF PATIENTS WITH POLYURIA AND DYSNATREMIA,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-12-07,,,,2022-12-30,,,,,,,,,,,,,,,2022-12-30,,,,,,,,,,44925.0,,,,False,2022-12-30,23,False,,
,NEFRO-D-22-00432,NEFRO-D-22-00432,,Comentario al “Estudio de intervención para comprobar el efecto de la música clásica en directo durante hemodiálisis sobre la calidad de vida de pacientes con enfermedad renal crónica”,,,,,,,,,,,,,,,2022,NEFRO_1128,6. Revisión Maquetación,0,,2022-12-07,,,,2022-12-30,,,,,,,,,,,,,,,,2022-12-30,2023-01-13,,,,,,,,44925.0,,14.0,,True,2023-01-13,13,True,,
,NEFRO-D-22-00431,NEFRO-D-22-00431,,PIELONEFRITIS AGUDA EN PACIENTE TRASPLANTADO RENAL SECUNDARIA A INFECCIÓN POR DELFTIA ACIDOVORANS: A PROPÓSITO DE UN CASO,,,,,,,,,,,,,,,2022,NEFRO-1127,6. Revisión Maquetación,0,,2022-12-07,,,2022-12-28,,,,,,,,,,,,,,,,,2022-12-28,2023-01-11,,,,,,,,,,14.0,,True,2023-01-11,15,True,,
,NEFRO-D-22-00430,NEFRO-D-22-00430,,“PAPEL DE LAS CITOCINAS EN LA LESIÓN RENAL AGUDA EN LOS PACIENTES CON COVID-19”,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-12-05,,,2022-12-09,,,,,,,,,,,,,,,,2022-12-09,,,,,,,,,,,,,,False,2022-12-09,4,False,,
,NEFRO-D-22-00429,NEFRO-D-22-00429,,Toxicodermia relacionada con el uso de tolvaptan,,,,,,,,,,,,,,,2022,,5. Aceptado,Elsevier,,2022-12-05,,,2022-12-09,2023-01-09,,,2023-01-10,,,,,,,,,,,,,2023-01-10,,,,,,,,,31.0,,,,True,2023-01-10,16,True,,
,NEFRO-D-22-00428,NEFRO-D-22-00428,,"Comparison of anxiety, depression and quality of life in patients with ADPKD and diabetic nephropathy",,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-12-05,,,2022-12-09,,,,,,,,,,,,,,,,2022-12-09,,,,,,,,,,,,,,False,2022-12-09,4,False,,
,NEFRO-D-22-00427,NEFRO-D-22-00427,,CTNS mutations causing autosomal recessive cystinosis in a subset of Iranian population: Report of two new variants,,,,,,,,,,,,,,,2022,,4.2 Grandes cambios,Autores,,2022-12-01,,,2022-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2022-12-28,29,True,,
,NEFRO-D-22-00426,NEFRO-D-22-00426,,TROPONINA I Y DÍMERO D COMO PREDICTORES DE LESIÓN RENAL AGUDA EN COVID-19: UN ESTUDIO OBSERVACIONAL TROPONIN I AND D-DIMER AS PREDICTORS OF ACUTE KIDNEY INJURY IN COVID-19: AN OBSERVATIONAL STUDY,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-11-30,,,2022-12-09,,,,,,,,,,,,,,,,2022-12-09,,,,,,,,,,,,,,False,2022-12-09,9,False,,
,NEFRO-D-22-00425,NEFRO-D-22-00425,,Experiencia con Abatacept en dos casos de Nefritis Lúpica Refractaria Experience with Abatacept in two cases of Refractory Lupus Nephritis,,,,,,,,,,,,,,,2022,,4.2 Grandes cambios,Autores,,2022-11-30,,,2022-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2022-12-09,48,True,,
,NEFRO-D-22-00424,NEFRO-D-22-00424,,Propiedades psicométricas de la escala Kidney Disease Quality of Life Short Form 36 (KDQOL-36) para la evaluación de la calidad de vida en pacientes colombianos con enfermedad renal crónica,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-11-30,,,2022-12-09,,,,,,,,,,,,,,,,2022-12-09,,,,,,,,,,,,,,False,2022-12-09,9,False,,
,NEFRO-D-22-00423,NEFRO-D-22-00423,,REVISION Y ANALISIS DE LOS RESULTADOS DE LOS PROGRAMAS DE TRASPLANTE RENAL EN MEXICO. ¿SE PUEDE COMPARAR ESTADISTICAMENTE LA SUPERVIVENCIA CON LA INFORMACION DISPONIBLE EN LAS PUBLICACIONES?   REVIEW AND ANALYSIS OF THE RESULTS OF KIDNEY TRANSPLANTATION PROGRAMS IN MEXICO. CAN SURVIVAL BE STATISTICALLY COMPARED WITH THE INFORMATION AVAILABLE IN THE PUBLICATIONS?,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-11-29,,,,2022-12-30,,,,,,,,,,,,,,,2022-12-30,,,,,,,,,,44925.0,,,,False,2022-12-30,31,False,,
,NEFRO-D-22-00422,NEFRO-D-22-00422,,THE ADDED VALUE OF [18F]FLUOROCHOLINE PET/CT IN THE ASSESSMENT OF  SECONDARY OR TERTIARY HYPERPARATHYROIDISM,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-11-28,,,2022-12-09,,,,,,,,,,,,,,,,2022-12-09,,,,,,,,,,,,,,False,2022-12-09,11,False,,
,NEFRO-D-22-00421,NEFRO-D-22-00421,,NOMENCLATURA EN CUIDADOS PALIATIVOS Y DE SOPORTE RENAL: MÁS ACÁ DEL FINAL DE LA VIDA NOMENCLATURE IN PALLIATIVE CARE AND RENAL SUPPORT: NOT JUST AT THE END-OF-LIFE,,,,,,,,,,,,,,,2022,,3. Comentarios completos,Mariano/Roberto,,2022-11-28,2022-12-09,2023-01-16,,,,,,,,,,,,,,,,,,,,,,,,1900-01-11 00:00:00,38.0,,,,,,True,2023-01-16,10,False,,
,NEFRO-D-22-00420,NEFRO-D-22-00420,,Sex-specific reference value of urinary albumin-creatinine ratio and protein-creatinine ratio in Chinese population,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-11-28,,,2022-12-09,,,,,,,,,,,,,,,,2022-12-09,,,,,,,,,,,,,,False,2022-12-09,11,False,,
,NEFRO-D-22-00419,NEFRO-D-22-00419,,¿Es útil es dispositivo VasQTM en la maduración de las fístulas arteriovenosas nativas? Experiencia de nuestro centro. Is the VasQTM device useful in the maturation of native arteriovenous fistulas? A single-center experience.,,,,,,,,,,,,,,,2022,,5. Aceptado,Elsevier,,2022-11-28,,,2022-12-28,2023-01-23,,,2023-01-26,,,,,,,,,,,,,2023-01-26,,,,,,,,,26.0,,,,True,2023-01-26,0,False,,
,NEFRO-D-22-00418,NEFRO-D-22-00418,,COMPARATIVE CLINICAL CHARACTERISTICS OF PATIENTS WITH GOUT AND RENAL DYSFUNCTION,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-11-28,,,,2022-12-30,,,,,,,,,,,,,,,2022-12-30,,,,,,,,,,44925.0,,,,False,2022-12-30,32,False,,
,NEFRO-D-22-00417,NEFRO-D-22-00417,,Is online hemodiafiltration superior to conventional hemodialysis in removal of indoxyl sulfate in chronic hemodialysis patients?,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-11-24,,,2022-12-09,,,,,,,,,,,,,,,,2022-12-09,,,,,,,,,,,,,,False,2022-12-09,15,False,,
,NEFRO-D-22-00416,NEFRO-D-22-00416,,Perfilado de marcadores de estrés oxidativo y complicaciones cardiovasculares en pacientes con enfermedad renal crónica suplementados con vitamina E Profiling oxidative stress markers and cardiovascular complications in chronic kidney disease patients supplemented with vitamin E,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-11-24,,,2022-12-12,,,,,,,,,,,,,,,,2022-12-12,,,,,,,,,,,,,,False,2022-12-12,18,False,,
,NEFRO-D-22-00415,NEFRO-D-22-00415,,Una Causa Rara de Hemorragia Digestiva en una Receptora de Trasplante Duplo de Páncreas-riñón,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-11-23,,,2022-12-10,,,,,,,,,,,,,,,,2022-12-10,,,,,,,,,,,,,,False,2022-12-10,17,False,,
,NEFRO-D-22-00414,NEFRO-D-22-00414,,LACTANTE DE 1 MES CON ACIDOSIS TUBULAR RENAL,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,Un comentario completo. Sólo un revisor. ¿Asignamos otro más?,2022-11-22,2022-12-10,,,2023-01-02,,,,,,,,,,,,,,,2023-01-02,,,,,,,1900-01-18 00:00:00,,,44928.0,,,,False,2023-01-02,41,False,,
,NEFRO-D-22-00413,NEFRO-D-22-00413,,Uno de los pocos casos reportados de glomerolunofritis fibrilar en nefropatía lúpica. One of the few reported cases of fibrillary glomerulonephritis in lupus nephropathy.,,,,,,,,,,,,,,,2022,NEFRO_1124,6. Revisión Maquetación,0,,2022-11-21,,,2022-12-10,2022-12-13,,,2022-12-28,,,,,,,,,,,,,2022-12-28,2023-01-09,,,,,,,,3.0,,12.0,,True,2023-01-09,17,True,,
,NEFRO-D-22-00412,NEFRO-D-22-00412,,TERAPIA DE REEMPLAZO RENAL CONTINUA EN NEUROTOXICIDAD POR CEFEPIME: REPORTE DE CASO,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-11-21,,,2022-12-10,,,,,,,,,,,,,,,,2022-12-10,,,,,,,,,,,,,,False,2022-12-10,19,False,,
,NEFRO-D-22-00411,NEFRO-D-22-00411,,Impacto del factor de crecimiento transformante-Beta1 en relación con la tasa de filtración glomerular en ancianos egipcios sanos,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-11-21,,,2022-12-10,,,,,,,,,,,,,,,,2022-12-10,,,,,,,,,,,,,,False,2022-12-10,19,False,,
,NEFRO-D-22-00410,NEFRO-D-22-00410,,Efficacy of physical exercise on sleep quality in patients with chronic kidney disease: a systematic review and meta-analysis,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-11-18,,,2022-12-10,,,,,,,,,,,,,,,,2022-12-10,,,,,,,,,,,,,,False,2022-12-10,22,False,,
,NEFRO-D-22-00409,NEFRO-D-22-00409,,Cardiovascular events in hemodialysis - The prognostic value of the CHA2DS2-VASc score in diabetic and non-diabetic patients,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-11-15,,,2022-11-17,,,,,,,,,,,,,,,,2022-11-17,,,,,,,,,,,,,,False,2022-11-17,2,False,,
,NEFRO-D-22-00408,NEFRO-D-22-00408,,Inspiratory-expiratory muscle training at fixed rhythm improved muscle strength in dialysis patients: a pilot randomised trial,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-11-16,,,2022-11-17,,,,,,,,,,,,,,,,2022-11-17,,,,,,,,,,,,,,False,2022-11-17,1,False,,
,NEFRO-D-22-00407,NEFRO-D-22-00407,,Lessons from SENCOVAC: a prospective study evaluating the response to SARS-CoV-2 vaccination in the CKD spectrum,,,,,,,,,,,,,,,2022,NEFRO_1123,6. Revisión Maquetación,0,,2022-11-16,2022-11-17,,2022-12-10,,,,,,,,,,,,,,,,,,2022-12-27,,,,,1900-01-01 00:00:00,,,,,,,True,2022-12-27,30,True,,
,NEFRO-D-22-00406,NEFRO-D-22-00406,,mircoRNA-322-5p Promotes lipopolysaccharide-induced Acute Kidney Injury Mouse Models and Mouse Primary Proximal Renal Tubular Epithelial Cell injury by Regulating T-box transcription factor 21/mitogen-activated protein kinase/extracellular signal-related kinase Axis,,,,,,,,,,,,,,,2022,,5. Aceptado,Elsevier,,2022-11-16,,,2022-12-30,2023-01-16,,,2023-01-25,,,,,,,,,,,,,2023-01-25,,,,,,,,,17.0,,,,True,2023-01-25,1,False,,
,NEFRO-D-22-00405,NEFRO-D-22-00405,,Correlación de la inactivación del cromosoma X con la presentación clínica de la enfermedad de Fabry a propósito de un caso.,,,,,,,,,,,,,,,2022,NEFRO_1118,6. Revisión Maquetación,0,,2022-11-14,,,2022-12-09,,,,,,,,,,,,,,,,,2022-12-04,2022-12-27,,,,,,,,,,23.0,,True,2022-12-27,30,True,,
,NEFRO-D-22-00404,NEFRO-D-22-00404,,Is central venous catheter in haemodialysis still the main factor of mortality after hospitalization?	Original,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-11-10,,,2022-11-11,,,,,,,,,,,,,,,,2022-11-11,,,,,,,,,,,,,,False,2022-11-11,1,False,,
,NEFRO-D-22-00403,NEFRO-D-22-00403,,Desafíos diagnósticos: un caso de gammapatía monoclonal de importancia renal y microangiopatía trombótica,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-11-09,,,2022-11-11,,,,,,,,,,,,,,,,2022-11-11,,,,,,,,,,,,,,False,2022-11-11,2,False,,
,NEFRO-D-22-00402,NEFRO-D-22-00402,,Genetic polymorphisms (rs869109213 & rs2070744) in eNOS gene and susceptibility to diabetic nephropathy in type II diabetes mellitus patients of Pakistan.,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-11-10,2022-11-17,2023-01-03,2023-01-15,,,,,,,,,,,,,,,,2023-01-15,,,,,,,1900-01-07 00:00:00,47.0,12.0,,,,,False,2023-01-15,66,False,,
,NEFRO-D-22-00401,NEFRO-D-22-00401,,Incidence of Contrast-Associated Acute Kidney Injury: a prospective cohort,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-11-09,,,2022-11-11,,,,,,,,,,,,,,,,2022-11-11,,,,,,,,,,,,,,False,2022-11-11,2,False,,
,NEFRO-D-22-00400,NEFRO-D-22-00400,,DISEÑO DE UNA UNIDAD DE DIÁLISIS DESDE LA PERSPECTIVA DE PACIENTES Y PROFESIONALESDESIGN OF A DIALYSIS UNIT FROM THE PATIENTS' AND PROFESSIONALS' PERSPECTIVE,,,,,,,,,,,,,,,2022,,Retirado,0,,2022-01-09,,,2022-11-11,,,,2023-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,False,2023-01-26,382,False,,
,NEFRO-D-22-00399,NEFRO-D-22-00399,,PROGRAMA DE EJERCICIO FÍSICO INTRADIALISIS EN PACIENTES ADULTOS CON INSUFICIENCIA RENAL CRÓNICA EN HEMODIÁLISIS. REVISION SISTEMATICA,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-11-08,,,2022-11-11,,,,,,,,,,,,,,,,2022-11-11,,,,,,,,,,,,,,False,2022-11-11,3,False,,
,NEFRO-D-22-00398,NEFRO-D-22-00398,,Hiperoxaluria Primaria y Trasplante Hepatorrenal. Primary Hyperoxaluria and Liver-Renal Transplantation,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-11-08,,,2022-11-21,,,,,,,,,,,,,,,,2022-11-21,,,,,,,,,,,,,,False,2022-11-21,13,False,,
,NEFRO-D-22-00397,NEFRO-D-22-00397,,Hacia la estandarización de la formación de PoCUS en Nefrología: el momento es AHORA Towards standardization of POCUS training in Nephrology: the time is NOW,,,,,,,,,,,,,,,2022,,5. Aceptado,Elsevier,,2022-11-08,2022-11-10,,2022-12-10,2023-01-09,,,2023-01-10,,,,,,,,,,,,,2023-01-10,,,,,,1900-01-02 00:00:00,,,30.0,,,,True,2023-01-10,16,True,,
,NEFRO-D-22-00396,NEFRO-D-22-00396,,"Acute Kidney Injury and morbi-mortality associated with ""triple whammy"" combination: a systematic review and meta-analysis",,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,Un comentario completo. Sólo un revisor. ¿Asignamos otro más?,2022-11-07,2022-11-17,,2022-12-30,,,,,,,,,,,,,,,,2022-12-30,,,,,,,1900-01-10 00:00:00,,,,,,,False,2022-12-30,53,False,,
,NEFRO-D-22-00395,NEFRO-D-22-00395,,Trasplante renal y síndrome de Klippel-Trenaunay-Weber: una asociación insólita Título secundario: Kidney transplant and Klippel-Trenaunay-Weber syndrome: an unusual association,,,,,,,,,,,,,,,2022,NEFRO_1115,6. Revisión Maquetación,0,,2022-11-04,,,2022-11-11,,,,,,,,,,,,,,,,,2022-11-11,2022-11-25,,,,,,,,,,14.0,,True,2022-11-25,62,True,,
,NEFRO-D-22-00394,NEFRO-D-22-00394,,"Impacto percibido de la donación en vivo en una unidad de
hemodiálisis de un centro no trasplantador",,,,,,,,,,,,,,,2022,NEFRO_1120,6. Revisión Maquetación,0,falta definir las siglas de la figura 1.,2022-11-03,,,2022-11-13,2022-11-30,,,2022-12-09,,,,,,,,,,,,,2022-12-09,2022-12-23,,,,,,,,17.0,,14.0,,True,2022-12-23,34,True,,
,NEFRO-D-22-00393,NEFRO-D-22-00393,,HIPERTENSIÓN ARTERIAL SECUNDARIA A DISPLASIA FIBROMUSCULAR TIPO II SECONDARY HYPERTENSION DUE TO FIBROMUSCULAR DYSPLASIA,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-11-02,,,2022-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2022-12-09,37,False,,
,NEFRO-D-22-00392,NEFRO-D-22-00392,,"NEFRITIS DEL SHUNT, ¿QUÉ ERA ESO?",,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-10-27,,,2022-11-11,,,,,,,,,,,,,,,,2022-11-11,,,,,,,,,,,,,,False,2022-11-11,15,False,,
